run,name,n_px,cx,cy,blowout_frac,flag_reasons,category
run_01,frame_0085.png,516,313.56976744186045,215.23837209302326,0.0004166666666666667,,
run_01,frame_0086.png,503,301.97813121272367,220.26640159045726,0.000390625,,
run_01,frame_0087.png,514,292.66731517509726,228.6225680933852,0.0012272135416666666,,
run_01,frame_0088.png,523,290.16061185468453,240.53919694072658,4.557291666666667e-05,,
run_01,frame_0089.png,573,296.8848167539267,249.64048865619546,2.2786458333333334e-05,,
run_01,frame_0090.png,625,304.5776,253.8464,0.0016373697916666667,,
run_01,frame_0091.png,712,312.3623595505618,262.0379213483146,0.0005501302083333334,,BASELINE
run_01,frame_0092.png,682,327.9193548387097,267.38123167155425,0.0008658854166666667,,
run_01,frame_0093.png,712,346.59550561797755,258.560393258427,0.0023697916666666667,,
run_01,frame_0094.png,780,356.71153846153845,236.7,9.765625e-06,,
run_01,frame_0095.png,776,349.4909793814433,211.9201030927835,0.0007259114583333333,,
run_01,frame_0096.png,886,325.67720090293454,202.15237020316027,0.0032454427083333333,,
run_01,frame_0097.png,953,305.0020986358867,205.99475341028332,0.0022395833333333334,,
run_01,frame_0098.png,898,290.7360801781737,216.26614699331847,0.0029524739583333334,,
run_01,frame_0099.png,889,279.21822272215974,227.33520809898764,0.003603515625,,
run_01,frame_0100.png,891,287.2985409652076,242.13468013468014,9.440104166666666e-05,,
run_01,frame_0101.png,879,299.0443686006826,245.49146757679182,7.486979166666666e-05,,
run_01,frame_0102.png,982,301.2107942973523,254.21079429735235,0.0029850260416666666,,
run_01,frame_0103.png,981,310.6829765545362,264.940876656473,0.000263671875,,
run_01,frame_0104.png,850,329.94941176470587,268.62,0.0012467447916666666,,
run_01,frame_0105.png,731,346.42270861833106,254.45280437756497,0.003291015625,,
run_01,frame_0106.png,726,353.78512396694214,230.22038567493112,2.604166666666667e-05,,
run_01,frame_0107.png,689,336.7677793904209,212.77503628447025,0.0031119791666666665,,
run_01,frame_0108.png,734,317.1307901907357,209.80381471389646,0.00011067708333333333,,
run_01,frame_0109.png,706,303.8186968838527,219.54249291784703,0.00020182291666666667,,
run_01,frame_0110.png,564,296.2429078014184,226.55141843971631,0.00014322916666666667,,
run_01,frame_0111.png,507,290.26429980276134,234.47731755424064,0.00138671875,,
run_01,frame_0112.png,491,296.9959266802444,243.03869653767822,0.0017903645833333333,,
run_01,frame_0113.png,540,302.97962962962964,245.81851851851852,9.114583333333334e-05,,
run_01,frame_0114.png,599,305.71452420701166,252.87312186978298,8.463541666666667e-05,,
run_01,frame_0115.png,604,314.41059602649005,259.88576158940396,4.8828125e-05,,
run_01,frame_0116.png,504,326.3313492063492,257.7361111111111,2.604166666666667e-05,,
run_01,frame_0117.png,460,338.2,247.37826086956522,0.0009309895833333334,,
run_01,frame_0118.png,453,339.7086092715232,229.57615894039736,6.8359375e-05,,
run_01,frame_0119.png,472,327.0720338983051,218.20550847457628,9.765625e-05,,
run_01,frame_0120.png,571,312.36602451838877,218.11733800350262,2.2786458333333334e-05,,
run_01,frame_0121.png,567,303.04232804232805,224.84303350970018,3.580729166666667e-05,,
run_01,frame_0122.png,518,297.15250965250965,230.62548262548262,2.9296875e-05,,
run_01,frame_0123.png,484,292.87396694214874,237.21487603305786,0.0015983072916666667,,
run_01,frame_0124.png,511,298.76908023483367,242.73581213307241,0.0014485677083333334,,
run_01,frame_0125.png,654,299.914373088685,247.49388379204893,0.00012369791666666668,,
run_01,frame_0126.png,814,303.04422604422604,254.8095823095823,0.000107421875,,
run_01,frame_0127.png,824,313.31796116504853,264.5157766990291,7.161458333333333e-05,,
run_01,frame_0128.png,748,330.89304812834223,264.03743315508024,8.7890625e-05,,
run_01,frame_0129.png,695,348.8431654676259,246.53237410071944,0.0030696614583333335,,
run_01,frame_0130.png,751,345.982689747004,218.47137150466045,0.000126953125,,
run_01,frame_0131.png,938,325.3603411513859,203.6417910447761,0.000390625,,
run_01,frame_0132.png,1088,303.99264705882354,209.63694852941177,0.0006282552083333333,,
run_01,frame_0133.png,1019,293.2551521099117,223.42492639842985,0.0008756510416666666,,
run_01,frame_0134.png,890,291.2314606741573,233.92359550561798,0.0005013020833333333,,
run_01,frame_0135.png,806,286.7543424317618,239.02109181141438,0.004098307291666666,,
run_01,frame_0136.png,1027,300.36027263875366,237.46738072054526,0.002376302083333333,,
run_01,frame_0137.png,1184,296.42736486486484,241.6410472972973,0.001708984375,HIGH_PIXEL_COUNT(1184),FLAGGED
run_01,frame_0138.png,1256,297.7300955414013,258.2078025477707,0.00035481770833333334,HIGH_PIXEL_COUNT(1256),FLAGGED
run_01,frame_0139.png,1134,314.27072310405646,272.85714285714283,0.000302734375,HIGH_PIXEL_COUNT(1134),FLAGGED
run_01,frame_0140.png,924,334.5400432900433,265.1060606060606,0.0002766927083333333,,
run_01,frame_0141.png,750,353.26933333333335,241.50133333333332,0.0044921875,,
run_01,frame_0142.png,794,338.816120906801,214.72544080604533,0.004098307291666666,,
run_01,frame_0143.png,906,316.77152317880797,207.70419426048565,0.00033203125,,
run_01,frame_0144.png,906,301.075055187638,218.34878587196468,0.00020833333333333335,,
run_01,frame_0145.png,737,295.4654002713704,227.76797829036636,0.00035807291666666664,,
run_01,frame_0146.png,576,295.0451388888889,235.59375,8.7890625e-05,,
run_01,frame_0147.png,470,293.4531914893617,239.94042553191488,0.00011393229166666667,,
run_01,frame_0148.png,592,301.20777027027026,240.63344594594594,0.00012369791666666668,,
run_01,frame_0149.png,691,299.90159189580316,246.68740955137483,4.8828125e-05,,
run_01,frame_0150.png,735,303.9102040816326,255.11292517006802,0.000107421875,,
run_01,frame_0151.png,672,314.2470238095238,260.0416666666667,4.8828125e-05,,
run_01,frame_0152.png,526,328.4619771863118,255.1102661596958,6.510416666666667e-06,,
run_01,frame_0153.png,447,338.8769574944072,237.51901565995524,2.9296875e-05,,
run_01,frame_0154.png,490,327.3081632653061,221.62857142857143,3.90625e-05,,
run_01,frame_0155.png,609,313.1215106732348,217.82594417077175,1.6276041666666666e-05,,
run_01,frame_0156.png,673,302.4338781575037,223.56166419019317,4.2317708333333335e-05,,
run_01,frame_0157.png,595,298.36638655462184,231.9126050420168,2.9296875e-05,,
run_01,frame_0158.png,466,296.7489270386266,236.87339055793993,9.765625e-06,,
run_01,frame_0159.png,443,298.8374717832957,239.97968397291197,8.138020833333333e-05,,
run_01,frame_0160.png,616,301.34415584415586,239.14935064935065,6.510416666666667e-06,,
run_01,frame_0161.png,776,298.07216494845363,246.19329896907217,5.859375e-05,,
run_01,frame_0162.png,845,301.210650887574,256.0615384615385,0.00019856770833333334,,
run_01,frame_0163.png,852,314.42605633802816,265.5023474178404,0.00012369791666666668,,
run_01,frame_0164.png,722,331.68005540166206,257.22576177285316,5.208333333333334e-05,,
run_01,frame_0165.png,666,343.88438438438436,231.11861861861863,0.00018880208333333333,,
run_01,frame_0166.png,902,326.4645232815964,209.25055432372505,4.557291666666667e-05,,
run_01,frame_0167.png,1140,305.83245614035087,206.06578947368422,0.00016927083333333334,HIGH_PIXEL_COUNT(1140),FLAGGED
run_01,frame_0168.png,1172,292.4240614334471,222.87798634812287,0.00064453125,HIGH_PIXEL_COUNT(1172),FLAGGED
run_01,frame_0169.png,1048,291.9856870229008,237.5448473282443,0.00016927083333333334,,BASELINE
run_01,frame_0170.png,760,294.4526315789474,241.06578947368422,9.440104166666666e-05,,
run_01,frame_0171.png,760,299.91184210526313,237.375,4.557291666666667e-05,,
run_01,frame_0172.png,1216,300.35361842105266,227.5065789473684,0.00013671875,HIGH_PIXEL_COUNT(1216),FLAGGED
run_01,frame_0173.png,1485,289.5158249158249,239.8969696969697,0.00029296875,HIGH_PIXEL_COUNT(1485),FLAGGED
run_01,frame_0174.png,1440,293.6048611111111,262.75208333333336,0.0006966145833333334,HIGH_PIXEL_COUNT(1440),FLAGGED
run_01,frame_0175.png,1250,314.3712,276.5304,0.00029296875,HIGH_PIXEL_COUNT(1250),FLAGGED
run_01,frame_0176.png,907,335.2227122381477,261.01764057331866,0.00013346354166666666,,
run_01,frame_0177.png,755,345.7337748344371,226.45165562913908,4.2317708333333335e-05,,
run_01,frame_0178.png,1000,321.402,207.471,3.90625e-05,,
run_01,frame_0179.png,1110,302.1072072072072,208.31981981981983,0.00015625,,
run_01,frame_0180.png,1021,292.796278158668,225.3545543584721,0.000185546875,,
run_01,frame_0181.png,791,293.41845764854617,236.6346396965866,0.00010091145833333333,,
run_01,frame_0182.png,511,295.293542074364,239.61448140900197,3.90625e-05,,
run_01,frame_0183.png,511,301.7573385518591,237.88062622309198,0.00010091145833333333,,
run_01,frame_0184.png,719,299.4603616133519,236.62447844228095,6.510416666666667e-06,,
run_01,frame_0185.png,830,296.67469879518075,244.53734939759036,0.00010416666666666667,,
run_01,frame_0186.png,813,300.93111931119313,256.0590405904059,4.2317708333333335e-05,,
run_01,frame_0187.png,698,312.12034383954153,259.6103151862464,0.00046875,,
run_01,frame_0188.png,487,325.3018480492813,250.2381930184805,0.0043294270833333336,,
run_01,frame_0189.png,447,328.31767337807605,228.38926174496643,0.009697265625,,
run_01,frame_0190.png,608,315.32401315789474,216.4671052631579,0.008098958333333333,,BASELINE
run_01,frame_0191.png,695,303.1338129496403,219.78561151079137,0.012369791666666666,,
run_01,frame_0192.png,679,296.92047128129605,229.64212076583212,0.020579427083333334,,
run_01,frame_0193.png,570,297.5017543859649,238.459649122807,0.008727213541666667,,
run_01,frame_0194.png,375,295.0613333333333,239.16266666666667,0.011389973958333334,,
run_01,frame_0195.png,470,302.2468085106383,237.0468085106383,0.016813151041666665,,
run_01,frame_0196.png,703,298.96443812233287,235.69132290184922,0.008636067708333334,,
run_01,frame_0197.png,870,295.0264367816092,246.50344827586207,0.017884114583333333,,
run_01,frame_0198.png,896,300.02455357142856,260.40625,0.027190755208333334,,
run_01,frame_0199.png,819,313.67643467643467,264.57875457875457,0.01521484375,,
run_01,frame_0200.png,576,329.25347222222223,249.56944444444446,0.027672526041666666,,
run_01,frame_0201.png,741,327.7354925775978,218.98920377867745,0.03878580729166667,,BASELINE
run_01,frame_0202.png,1046,309.45506692160615,205.6548757170172,0.018948567708333332,,
run_01,frame_0203.png,1240,293.1483870967742,213.1024193548387,0.027340494791666666,HIGH_PIXEL_COUNT(1240),FLAGGED
run_01,frame_0204.png,1178,287.9881154499151,234.0679117147708,0.036419270833333336,HIGH_PIXEL_COUNT(1178),FLAGGED
run_01,frame_0205.png,935,293.5850267379679,246.50802139037432,0.019856770833333332,,BASELINE
run_01,frame_0206.png,562,292.5320284697509,241.00711743772243,0.030986328125,,
run_01,frame_0207.png,928,302.6627155172414,227.3125,0.03184895833333334,,
run_01,frame_0208.png,1406,290.70981507823615,224.60668563300143,0.021438802083333333,HIGH_PIXEL_COUNT(1406),FLAGGED
run_01,frame_0209.png,1696,282.2865566037736,246.875,0.03873046875,HIGH_PIXEL_COUNT(1696),FLAGGED
run_01,frame_0210.png,1562,293.1933418693982,273.9820742637644,0.04844075520833333,HIGH_PIXEL_COUNT(1562),FLAGGED
run_01,frame_0211.png,1227,316.45232273838633,276.2991035044825,0.04431640625,HIGH_PIXEL_COUNT(1227),FLAGGED
run_01,frame_0212.png,720,336.15694444444443,246.29305555555555,0.06864908854166667,,
run_01,frame_0213.png,987,322.887537993921,209.69807497467073,0.075693359375,,
run_01,frame_0214.png,1232,302.65746753246754,202.1931818181818,0.06656901041666667,HIGH_PIXEL_COUNT(1232),FLAGGED
run_01,frame_0215.png,1208,289.6548013245033,218.6043046357616,0.084150390625,HIGH_PIXEL_COUNT(1208),FLAGGED
run_01,frame_0216.png,1041,289.3554274735831,238.1431316042267,0.09266276041666667,,
run_01,frame_0217.png,695,293.3223021582734,242.82158273381296,0.08307942708333334,,
run_01,frame_0218.png,384,291.328125,239.71614583333334,0.10513671875,OVEREXPOSED(11%),FLAGGED
run_01,frame_0219.png,670,299.90746268656716,231.82537313432834,0.10558268229166666,OVEREXPOSED(11%),FLAGGED
run_01,frame_0220.png,876,293.7716894977169,236.43150684931507,0.10306966145833334,OVEREXPOSED(10%),FLAGGED
run_01,frame_0221.png,902,293.3392461197339,249.92350332594236,0.12777018229166667,OVEREXPOSED(13%),FLAGGED
run_01,frame_0222.png,821,301.3970767356882,262.06333739342267,0.13027018229166668,OVEREXPOSED(13%),FLAGGED
run_01,frame_0223.png,600,312.52,257.905,0.13103515625,OVEREXPOSED(13%),FLAGGED
run_01,frame_0224.png,372,324.18279569892474,238.20698924731184,0.15497721354166666,OVEREXPOSED(15%),FLAGGED
run_01,frame_0225.png,597,313.715242881072,219.24455611390286,0.152490234375,OVEREXPOSED(15%),FLAGGED
run_01,frame_0226.png,723,302.7524204702628,216.77731673582295,0.151904296875,OVEREXPOSED(15%),FLAGGED
run_01,frame_0227.png,733,296.14733969986355,228.16234652114596,0.16429036458333332,OVEREXPOSED(16%),FLAGGED
run_01,frame_0228.png,649,295.2804314329738,237.57473035439136,0.162177734375,OVEREXPOSED(16%),FLAGGED
run_01,frame_0229.png,457,297.0984682713348,241.58643326039387,0.15659505208333332,OVEREXPOSED(16%),FLAGGED
run_01,frame_0230.png,309,297.7734627831715,239.0097087378641,0.169560546875,OVEREXPOSED(17%),FLAGGED
run_01,frame_0231.png,592,299.00844594594594,232.77027027027026,0.16125325520833333,OVEREXPOSED(16%),FLAGGED
run_01,frame_0232.png,815,293.7398773006135,237.39386503067485,0.16332356770833334,OVEREXPOSED(16%),FLAGGED
run_01,frame_0233.png,910,293.11208791208793,252.26923076923077,0.17971028645833334,OVEREXPOSED(18%),FLAGGED
run_01,frame_0234.png,872,300.73394495412845,264.4770642201835,0.17399088541666666,OVEREXPOSED(17%),FLAGGED
run_01,frame_0235.png,643,312.20217729393465,258.0715396578538,0.174755859375,OVEREXPOSED(17%),FLAGGED
run_01,frame_0236.png,475,321.8757894736842,231.21894736842106,0.19079752604166667,OVEREXPOSED(19%),FLAGGED
run_01,frame_0237.png,904,308.94137168141594,208.01769911504425,0.182685546875,OVEREXPOSED(18%),FLAGGED
run_01,frame_0238.png,1158,293.90673575129534,209.77115716753022,0.18048177083333333,HIGH_PIXEL_COUNT(1158);OVEREXPOSED(18%),FLAGGED
run_01,frame_0239.png,1205,286.0091286307054,227.298755186722,0.19170247395833334,HIGH_PIXEL_COUNT(1205);OVEREXPOSED(19%),FLAGGED
run_01,frame_0240.png,1070,287.9672897196262,246.36915887850466,0.18184244791666668,OVEREXPOSED(18%),FLAGGED
run_01,frame_0241.png,706,292.75070821529744,247.06232294617564,0.18243815104166666,OVEREXPOSED(18%),FLAGGED
run_01,frame_0242.png,586,298.40443686006824,233.73037542662115,0.19319986979166667,OVEREXPOSED(19%),FLAGGED
run_01,frame_0243.png,1174,292.4011925042589,218.72572402044293,0.186142578125,HIGH_PIXEL_COUNT(1174);OVEREXPOSED(19%),FLAGGED
run_01,frame_0244.png,1538,281.555266579974,230.14564369310793,0.190576171875,HIGH_PIXEL_COUNT(1538);OVEREXPOSED(19%),FLAGGED
run_01,frame_0245.png,1703,280.5478567234292,263.15854374633,0.20348958333333333,HIGH_PIXEL_COUNT(1703);OVEREXPOSED(20%),FLAGGED
run_01,frame_0246.png,1518,296.1528326745718,284.7042160737813,0.19787760416666667,HIGH_PIXEL_COUNT(1518);OVEREXPOSED(20%),FLAGGED
run_01,frame_0247.png,974,313.4404517453799,265.44969199178644,0.206015625,OVEREXPOSED(21%),FLAGGED
run_01,frame_0248.png,833,318.05402160864344,220.7623049219688,0.22222981770833333,OVEREXPOSED(22%),FLAGGED
run_01,frame_0249.png,1253,301.25937749401436,199.47246608140463,0.21709635416666667,HIGH_PIXEL_COUNT(1253);OVEREXPOSED(22%),FLAGGED
run_01,frame_0250.png,1362,287.6923641703377,210.16079295154185,0.22092447916666666,HIGH_PIXEL_COUNT(1362);OVEREXPOSED(22%),FLAGGED
run_01,frame_0251.png,1242,284.2254428341385,232.91545893719805,0.23592447916666667,HIGH_PIXEL_COUNT(1242);OVEREXPOSED(24%),FLAGGED
run_01,frame_0252.png,934,288.2184154175589,246.08886509635974,0.2303125,OVEREXPOSED(23%),FLAGGED
run_01,frame_0253.png,530,293.2830188679245,244.5433962264151,0.23626953125,OVEREXPOSED(24%),FLAGGED
run_01,frame_0254.png,521,296.3704414587332,233.6545105566219,0.24729166666666666,OVEREXPOSED(25%),FLAGGED
run_01,frame_0255.png,846,293.03309692671394,228.31914893617022,0.24396158854166666,OVEREXPOSED(24%),FLAGGED
run_01,frame_0256.png,983,289.41200406917596,239.15361139369278,0.25026041666666665,OVEREXPOSED(25%),FLAGGED
run_01,frame_0257.png,940,292.22340425531917,257.58829787234043,0.26554036458333335,OVEREXPOSED(27%),FLAGGED
run_01,frame_0258.png,747,300.2342704149933,262.5595716198126,0.2626595052083333,OVEREXPOSED(26%),FLAGGED
run_01,frame_0259.png,444,308.7837837837838,250.5653153153153,0.2723567708333333,OVEREXPOSED(27%),FLAGGED
run_01,frame_0260.png,492,309.4878048780488,225.1971544715447,0.28407877604166665,OVEREXPOSED(28%),FLAGGED
run_01,frame_0261.png,705,301.34609929078016,215.3787234042553,0.27943359375,OVEREXPOSED(28%),FLAGGED
run_01,frame_0262.png,799,294.8222778473091,221.07259073842303,0.28599609375,OVEREXPOSED(29%),FLAGGED
run_01,frame_0263.png,716,293.3756983240223,235.49581005586592,0.29314453125,OVEREXPOSED(29%),FLAGGED
run_01,frame_0264.png,558,294.8637992831541,242.23297491039426,0.2895735677083333,OVEREXPOSED(29%),FLAGGED
run_01,frame_0265.png,273,296.16483516483515,241.46886446886447,0.29466796875,OVEREXPOSED(29%),FLAGGED
run_01,frame_0266.png,432,297.712962962963,234.24537037037038,0.29736653645833333,OVEREXPOSED(30%),FLAGGED
run_01,frame_0267.png,682,294.0733137829912,231.58064516129033,0.295791015625,OVEREXPOSED(30%),FLAGGED
run_01,frame_0268.png,861,290.9082462253194,244.46457607433217,0.30576171875,OVEREXPOSED(31%),FLAGGED
run_01,frame_0269.png,863,293.26187717265356,260.49826187717264,0.3088671875,OVEREXPOSED(31%),FLAGGED
run_01,frame_0270.png,739,299.78619756427605,263.573748308525,0.3061653645833333,OVEREXPOSED(31%),FLAGGED
run_01,frame_0271.png,402,307.25373134328356,247.72885572139305,0.315390625,OVEREXPOSED(32%),FLAGGED
run_01,frame_0272.png,642,303.3348909657321,218.99532710280374,0.3171028645833333,OVEREXPOSED(32%),FLAGGED
run_01,frame_0273.png,1000,294.189,208.605,0.313681640625,OVEREXPOSED(31%),FLAGGED
run_01,frame_0274.png,1148,286.49477351916374,219.5348432055749,0.31954752604166664,HIGH_PIXEL_COUNT(1148);OVEREXPOSED(32%),FLAGGED
run_01,frame_0275.png,1087,284.9273229070837,241.11591536338545,0.32393229166666665,OVEREXPOSED(32%),FLAGGED
run_01,frame_0276.png,856,287.7511682242991,250.7768691588785,0.31763671875,OVEREXPOSED(32%),FLAGGED
run_01,frame_0277.png,367,288.71117166212537,242.13896457765668,0.32508463541666666,OVEREXPOSED(33%),FLAGGED
run_01,frame_0278.png,828,290.5144927536232,222.72705314009661,0.32712890625,OVEREXPOSED(33%),FLAGGED
run_01,frame_0279.png,1283,283.3647700701481,218.4746687451286,0.32533854166666665,HIGH_PIXEL_COUNT(1283);OVEREXPOSED(33%),FLAGGED
run_01,frame_0280.png,1525,277.97836065573773,243.1416393442623,0.33233072916666667,HIGH_PIXEL_COUNT(1525);OVEREXPOSED(33%),FLAGGED
run_01,frame_0281.png,1601,281.20237351655214,275.9131792629606,0.33661783854166666,HIGH_PIXEL_COUNT(1601);OVEREXPOSED(34%),FLAGGED
run_01,frame_0282.png,1312,292.032012195122,283.9131097560976,0.3362630208333333,HIGH_PIXEL_COUNT(1312);OVEREXPOSED(34%),FLAGGED
run_01,frame_0283.png,516,305.05232558139534,246.43798449612405,0.3440755208333333,OVEREXPOSED(34%),FLAGGED
run_01,frame_0284.png,1103,295.7352674524025,202.89755213055304,0.34936848958333333,OVEREXPOSED(35%),FLAGGED
run_01,frame_0285.png,1394,286.4167862266858,197.96341463414635,0.34896484375,HIGH_PIXEL_COUNT(1394);OVEREXPOSED(35%),FLAGGED
run_01,frame_0286.png,1368,281.30043859649123,220.80190058479533,0.3570475260416667,HIGH_PIXEL_COUNT(1368);OVEREXPOSED(36%),FLAGGED
run_01,frame_0287.png,1176,282.73809523809524,244.8767006802721,0.35986328125,HIGH_PIXEL_COUNT(1176);OVEREXPOSED(36%),FLAGGED
